epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.5896739363670349,0.6237481236457825,0.923626184463501,1e-04,0.5411706566810608,0.7133370041847229,1.691235065460205
1,0.645380437374115,0.6985727548599243,0.8099625706672668,9.140576e-05,0.59375,0.7463465929031372,1.1303085088729858
2,0.659214437007904,0.7109904885292053,0.7929465770721436,6.890576e-05,0.53125,0.7605565190315247,1.4196531772613525
3,0.6676136255264282,0.7289435863494873,0.7610874176025391,4.1094223e-05,0.6284722089767456,0.8038548827171326,0.8664625883102417
4,0.6833003759384155,0.7436850666999817,0.7338269948959351,1.8594232e-05,0.6388888955116272,0.8047212958335876,0.7612087726593018
5,0.668725311756134,0.7264573574066162,0.7519457936286926,9.0999994e-05,0.5997023582458496,0.8041504621505737,0.834048867225647
6,0.6833003759384155,0.7405279874801636,0.7312155961990356,8.901778e-05,0.6215277910232544,0.7610107660293579,0.7740945219993591
7,0.6800889372825623,0.74495929479599,0.7164273858070374,8.3265186e-05,0.6021825671195984,0.7814346551895142,0.8813258409500122
8,0.6788537502288818,0.7445819973945618,0.7066460251808167,7.43053e-05,0.5590277910232544,0.7914019823074341,1.0306265354156494
9,0.7024456262588501,0.7678803205490112,0.6766407489776611,6.301519e-05,0.7118055820465088,0.7977639436721802,0.6649574041366577
10,0.7046689987182617,0.7684706449508667,0.6748894453048706,5.049999e-05,0.5873016119003296,0.7954002618789673,0.9422786235809326
11,0.7009634375572205,0.7701257467269897,0.672661542892456,3.7984802e-05,0.6091269850730896,0.7834419012069702,0.8247401118278503
12,0.7181324362754822,0.7859705090522766,0.6496032476425171,2.6694688e-05,0.6319444179534912,0.8031377196311951,0.751953661441803
13,0.7223320007324219,0.7964853048324585,0.6346856951713562,1.7734816e-05,0.6507936716079712,0.8226772546768188,0.782058835029602
14,0.720355749130249,0.7996408939361572,0.6322898268699646,1.19822125e-05,0.6235119104385376,0.8113148212432861,0.890113890171051
