C,degree,gamma,kernel,mean_f1,rank
1.0,6,scale,sigmoid,0.6873999476089298,102
1.0,4,scale,sigmoid,0.6873999476089298,102
1.0,2,scale,sigmoid,0.6873999476089298,102
1.0,3,scale,sigmoid,0.6873999476089298,102
1.0,5,scale,sigmoid,0.6873999476089298,102
10.0,2,scale,linear,0.6727063259321323,127
10.0,3,scale,linear,0.6727063259321323,127
10.0,5,0.01,linear,0.6727063259321323,127
10.0,2,auto,linear,0.6727063259321323,127
10.0,4,1.0,linear,0.6727063259321323,127
10.0,5,scale,linear,0.6727063259321323,127
10.0,4,0.1,linear,0.6727063259321323,127
10.0,3,1.0,linear,0.6727063259321323,127
10.0,3,auto,linear,0.6727063259321323,127
10.0,6,scale,linear,0.6727063259321323,127
1.0,3,scale,sigmoid,0.666619821232346,142
1.0,6,scale,sigmoid,0.666619821232346,142
1.0,4,scale,sigmoid,0.666619821232346,142
1.0,2,scale,sigmoid,0.666619821232346,142
1.0,5,scale,sigmoid,0.666619821232346,142
10.0,5,scale,linear,0.7392546488191405,8
10.0,4,0.1,linear,0.7392546488191405,8
10.0,3,1.0,linear,0.7392546488191405,8
10.0,3,auto,linear,0.7392546488191405,8
10.0,6,scale,linear,0.7392546488191405,8
10.0,3,auto,linear,0.7647870781761615,6
10.0,6,scale,linear,0.7647870781761615,6
